Categorías
"[[('Carta', 'carta', 'NOUN'), ""[('M. de Lamartine', 'PER')]""]]"
"[[('Introducción', 'introducción', 'NOUN')]]"
"[[""[('Isabel II', 'PER')]""]]"
"[[""[('Hamlet', 'PER')]""]]"
"[[('lector', 'lector', 'NOUN'), ('pide', 'pedir', 'VERB')], [('trata', 'trata', 'NOUN'), ('decadencia', 'decadencia', 'NOUN'), ('costumbres', 'costumbre', 'NOUN')], [""[('Malibran', 'ORG')]"", ('recibía', 'recibir', 'VERB'), ""[('Londres', 'LOC')]""], [('gobierno', 'gobierno', 'NOUN'), ""[('Brasil', 'ORG')]""]]"
"[[('Consignamos', 'consignar', 'VERB'), ('acarta', 'acarta', 'NOUN'), ('original', 'original', 'ADJ'), ('enos', 'enos', 'NOUN'), ('dirigido', 'dirigir', 'VERB'), ""[('M. de Lamartine', 'PER')]""]]"
"[[""[('Porvenir', 'PER')]"", ('raza', 'raza', 'NOUN'), ('latina', 'latino', 'ADJ'), ""[('Francia', 'ORG')]"", ""[('Nuevo-Mundo', 'LOC')]"", ('Introducción', 'introducción', 'NOUN')]]"
"[[""[('Confederación Argentina', 'ORG')]"", ('república', 'república', 'NOUN'), ""[('Uruguay-Le Paraguay', 'ORG')]""]]"
"[[""[('S. M. La emperatriz de los franceses', 'MISC')]""]]"
"[[('Cursos', 'curso', 'NOUN'), ('familiares', 'familiar', 'ADJ'), ('literatura', 'literatura', 'NOUN'), ('pintura', 'pintura', 'NOUN')]]"
"[[('perro', 'perro', 'NOUN'), ""[('Zurbarán', 'LOC')]""]]"
"[[('Serenatas', 'serenatas', 'PROPN'), ('Introducción', 'introducción', 'NOUN'), ('Fragmentos', 'Fragmentos', 'PROPN')]]"
"[[('viene', 'venir', 'VERB'), ('periodista', 'periodista', 'NOUN'), ('inglés', 'inglés', 'ADJ')], [('sucedido', 'suceder', 'VERB'), ('alrededores', 'alrededor', 'NOUN'), ""[('Filadelfia', 'LOC')]""], [('Máximas', 'máxima', 'ADJ')]]"
"[[('Recuerdo', 'recordar', 'VERB'), ('baile', 'baile', 'NOUN'), ('hotel', 'hotel', 'NOUN'), ""[('Ville', 'LOC')]""]]"
"[[('Abertura', 'abertura', 'NOUN'), ""[('Paraguay', 'LOC')]"", ('ríos', 'río', 'NOUN')]]"
"[[""[('Escma', 'ORG')]"", ('Sra', 'sra', 'PROPN'), ""[('Dª Gertrudis Gómez de Avellaneda', 'PER')]""]]"
"[[('marzo', 'marzo', 'PROPN')]]"
"[[('Cursos', 'curso', 'NOUN'), ('familiares', 'familiar', 'ADJ'), ('literatura', 'literatura', 'NOUN'), ""[('Leopoldo Robert', 'PER')]""]]"
"[[('Leyenda', 'leyenda', 'NOUN'), ('pastoral', 'pastoral', 'ADJ')]]"
"[[('dalia', 'dalia', 'NOUN')]]"
"[[""[('Leemos en el Monitor  [...]', 'MISC')]""], [""[(''Anuario diplomático de 1859' [...]', 'MISC')]""], [('Hace', 'hacer', 'VERB'), ('semanas', 'semana', 'NOUN'), ('diarios', 'diario', 'NOUN'), ""[('Alto', 'LOC')]"", ""[('Bajo Rin', 'LOC')]""], [('aquí', 'aquí', 'ADV'), ('siguiente', 'siguiente', 'ADJ'), ('anécdota', 'anécdota', 'NOUN')], [('curioso', 'curioso', 'ADJ'), ('dicho', 'decir', 'VERB')], [""[('El matrimonio del hijo mayor [...]', 'MISC')]""], [""[('Savonnette', 'PER')]"", ('vilain', 'vilain', 'NOUN')]]"
"[[('Carta', 'carta', 'NOUN'), ""[('Ramón de la Sagra', 'PER')]""]]"
"[[('Artículo', 'artículo', 'NOUN'), ""[('Estados-Unidos', 'ORG')]"", ""[('Paraguay', 'ORG')]""]]"
"[[('Costumbres', 'costumbres', 'NOUN'), ('andaluzas', 'andaluza', 'ADJ'), ('marineros', 'marinero', 'NOUN')]]"
"[[('Viaje', 'viaje', 'NOUN'), ('vestido', 'vestido', 'NOUN'), ('boda', 'boda', 'NOUN')]]"
"[[""[('SS. AA. II', 'MISC')]"", ('príncipe', 'príncipe', 'NOUN'), ""[('princesa Napoleón', 'PER')]""]]"
"[[('miércoles', 'miércoles', 'NOUN'), ('ceniza', 'ceniza', 'NOUN')]]"
"[[('Cursos', 'curso', 'NOUN'), ('familiares', 'familiar', 'ADJ'), ('literatura', 'literatura', 'NOUN'), ""[('Leopoldo Robert', 'PER')]"", ""[('Conclusión', 'ORG')]""]]"
"[[('días', 'día', 'NOUN'), ('hacen', 'hacer', 'VERB'), ('adelantos', 'adelanto', 'NOUN'), ('fotografía', 'fotografía', 'NOUN')], [('Acaba', 'acabar', 'VERB'), ('llegar', 'llegar', 'VERB'), ""[('San Petesburgo', 'MISC')]""], [""[('El Entreacto publica un acarta fechada en Génova', 'MISC')]""]]"
"[[""[('Memorándum especial por la guerra de Italia', 'MISC')]""]]"
"[[('Introducción', 'introducción', 'NOUN')]]"
"[[""[('Pbro', 'PER')]"", ""[('D. Félix Varela', 'PER')]""]]"
"[[('flores', 'flor', 'NOUN'), ('mayo', 'mayo', 'NOUN')]]"
"[[""[('catedral de Bron', 'LOC')]""]]"
[['NULL']]
"[[('Viaje', 'viaje', 'NOUN'), ('rededpr', 'rededpr', 'NOUN'), ('vestido', 'vestido', 'NOUN'), ('boda', 'boda', 'NOUN'), ('Conclusiones', 'conclusiones', 'NOUN')]]"
"[[""[('Artículo II', 'MISC')]"", ""[('Estados-Unidos', 'ORG')]"", ""[('Paraguay', 'ORG')]""]]"
[[]]
"[[('vea', 'ver', 'VERB'), ('principales', 'principal', 'ADJ'), ('intereses', 'interés', 'NOUN'), ('amortización', 'amortización', 'NOUN'), ""[('Deuda', 'MISC')]"", ('pública', 'público', 'ADJ')]]"
"[[('Carta', 'carta', 'NOUN'), ""[('M. Alejandro Dumas', 'PER')]""]]"
"[[""[('Carta del Sr.', 'MISC')]"", ""[('Guillemot', 'PER')]""]]"
"[[""[('Napoleón III', 'PER')]""]]"
"[[""[('Víctor Manuel II', 'PER')]""]]"
"[[('oso', 'oso', 'NOUN')]]"
"[[""[('Poesía', 'MISC')]"", ('amigo', 'amigo', 'NOUN'), ""[('Mariano G. Manrique', 'PER')]""]]"
"[[('Perfil', 'perfil', 'NOUN'), ('inglés', 'inglés', 'ADJ')]]"
"[[('ostra', 'ostra', 'NOUN')]]"
"[[""[('Poesía', 'MISC')]"", ""[('Napoleón III', 'PER')]""]]"
"[[('tumba', 'tumba', 'NOUN'), ('cementerio', 'cementerio', 'NOUN'), ""[('Montmartre', 'LOC')]"", ""[('Fragmento', 'MISC')]""]]"
"[[('Consideraciones', 'consideraciones', 'NOUN'), ('vestidos', 'vestido', 'NOUN')]]"
"[[('Gran', 'Gran', 'ADJ'), ('batalla', 'batalla', 'NOUN'), ""[('Solferino', 'PER')]""]]"
"[[""[('Memorándum especial por la guerra de Italia', 'MISC')]""]]"
"[[""[('Batalla de Solferino', 'MISC')]"", ('emperador', 'emperador', 'NOUN'), ('emperatriz', 'emperatriz', 'NOUN')]]"
"[[""[('Ejército de Italia', 'ORG')]"", ('Proclama', 'proclamar', 'VERB')]]"
"[[('entrevista', 'entrevista', 'NOUN'), ""[('Villafranca', 'LOC')]"", ('Nuevos', 'nuevo', 'ADJ'), ('detalles', 'detalle', 'NOUN')]]"
"[[""[('mariscal Vaillant', 'PER')]"", ('mayor', 'mayor', 'ADJ'), ('general', 'general', 'NOUN'), ('ejército', 'ejército', 'NOUN'), ""[('Italia', 'LOC')]""]]"
"[[""[('Poesía', 'MISC')]"", ('Costumbres', 'costumbres', 'NOUN'), ('andaluzas', 'andaluza', 'ADJ'), ('baile', 'baile', 'NOUN'), ('candil', 'candil', 'NOUN')]]"
"[[""[('S. M.', 'PER')]"", ('emperador', 'emperador', 'NOUN'), ""[('Napoleón III', 'PER')]"", ""[('Fragmentos', 'ORG')]""]]"
"[[('fotografía', 'fotografía', 'NOUN')]]"
"[[('festín', 'festín', 'NOUN'), ""[('Baltasar', 'PER')]"", ('Estudio', 'estudio', 'NOUN'), ('bíblico', 'bíblico', 'ADJ')]]"
[[]]
"[[('primera', 'primero', 'ADJ'), ('quincena', 'quincena', 'NOUN'), ('mes', 'mes', 'NOUN'), ('agosto', 'agosto', 'PROPN')]]"
"[[('general', 'general', 'NOUN'), ""[('Garibaldi', 'PER')]""]]"
"[[('días', 'día', 'NOUN')]]"
"[[""[('Señora Doña Emilia Serrano de Wilson', 'PER')]"", ('débil', 'débil', 'ADJ'), ('muestra', 'muestra', 'NOUN'), ('aprecio', 'aprecio', 'NOUN')]]"
"[[""[('Offland', 'PER')]""]]"
"[[('señorita', 'señorita', 'NOUN'), ""[('doña María Verdejo', 'PER')]"", ""[('Durán', 'PER')]""]]"
"[[('cifra', 'cifra', 'NOUN'), ('ciprés', 'ciprés', 'NOUN')]]"
"[[""[('María Leczinska', 'PER')]""]]"
"[[('Composición', 'composición', 'NOUN'), ('ópera', 'ópera', 'NOUN'), ""[('Otello', 'MISC')]"", ""[('Rossini', 'PER')]""]]"
"[[('robo', 'robo', 'NOUN'), ('niño', 'niño', 'NOUN'), ""[('señora Hua', 'PER')]""]]"
"[[('señora', 'señora', 'NOUN'), ""[('doña Carolina Coronado', 'PER')]""]]"
"[[('granadina', 'granadino', 'NOUN'), ('Marcha', 'Marcha', 'NOUN'), ('guerrera', 'guerrera', 'ADJ')]]"
"[[('genio', 'genio', 'NOUN')]]"
"[[""[('María Leczinska', 'PER')]""]]"
"[[('coro', 'coro', 'NOUN'), ('ángeles', 'ángel', 'NOUN')]]"
"[[('kaleidescopio', 'kaleidescopio', 'NOUN')]]"
"[[('duelo', 'duelo', 'NOUN'), ('mujeres', 'mujer', 'NOUN')]]"
"[[('secretos', 'secreto', 'NOUN'), ('hermosura', 'hermosura', 'NOUN')]]"
"[[""[('niña Adelaida', 'PER')]"", ('día', 'día', 'NOUN')]]"
"[[""[('Esther', 'PER')]""]]"
"[[('Origen', 'origen', 'NOUN'), ('instrumentos', 'instrumento', 'NOUN'), ('guitarra', 'guitarra', 'NOUN')]]"
"[[""[('Tetuán', 'LOC')]""]]"
"[[('duelo', 'duelo', 'NOUN'), ('mujeres', 'mujer', 'NOUN'), ('Continuación', 'continuación', 'NOUN')]]"
"[[('Secretos', 'secreto', 'NOUN'), ('hermosura', 'hermosura', 'NOUN'), ('Continuación', 'continuación', 'NOUN')]]"
"[[('L', 'l', 'PROPN'), ('vuelta', 'vuelta', 'NOUN'), ('golondrina', 'golondrina', 'NOUN'), ('Fragmentos', 'Fragmentos', 'PROPN')]]"
"[[('duelo', 'duelo', 'NOUN'), ('mujeres', 'mujer', 'NOUN'), ('Continuación', 'continuación', 'NOUN')]]"
"[[('Secretos', 'secreto', 'NOUN'), ('hermosura', 'hermosura', 'NOUN'), ('Continuación', 'continuación', 'NOUN')]]"
"[[('sauce', 'sauce', 'NOUN')]]"
"[[""[('Balada', 'PER')]""]]"
"[[('duelo', 'duelo', 'NOUN'), ('mujeres', 'mujer', 'NOUN'), ('Continuación', 'continuación', 'NOUN')]]"
"[[('hermana', 'hermana', 'NOUN'), ""[('Velázquez', 'PER')]""]]"
"[[('cuaresma', 'cuaresma', 'NOUN'), ('amor', 'amor', 'NOUN')]]"
"[[('mejor', 'mejor', 'ADJ'), ('niña', 'niña', 'NOUN')]]"
"[[('duelo', 'duelo', 'NOUN'), ('mujeres', 'mujer', 'NOUN'), ('Continuación', 'continuación', 'NOUN')]]"
"[[('museo', 'museo', 'NOUN'), ('viviente', 'viviente', 'ADJ'), ('colección', 'colección', 'NOUN'), ('cuadros', 'cuadro', 'NOUN'), ('sociales', 'social', 'ADJ'), ('Cuadro', 'cuadro', 'NOUN'), ('primero', 'primero', 'ADJ'), ""[('doña Eulogia', 'PER')]""]]"
"[[('hermana', 'hermana', 'NOUN'), ""[('Velázquez', 'PER')]""]]"
"[[('oliva', 'oliva', 'NOUN'), ('paz', 'paz', 'NOUN'), ""[('España', 'ORG')]"", ""[('Marruecos', 'ORG')]""]]"
"[[('Descripción', 'descripción', 'NOUN'), ('teatro', 'teatro', 'NOUN'), ""[('D. José Piquer', 'PER')]""]]"
"[[('duelo', 'duelo', 'NOUN'), ('mujeres', 'mujer', 'NOUN'), ('Continuación', 'continuación', 'NOUN')]]"
"[[('hermana', 'hermana', 'NOUN'), ""[('Velázquez', 'PER')]""]]"
"[[('ángel', 'ángel', 'NOUN'), ('inclusa', 'inclusa', 'NOUN')]]"
"[[('espejos', 'espejo', 'NOUN'), ('mágicos', 'mágico', 'ADJ'), ('Cuento', 'cuento', 'NOUN'), ('fantástico', 'fantástico', 'ADJ')]]"
"[[('Cartas', 'cartas', 'NOUN'), ""[('Cuba', 'LOC')]"", ""[('Cojimar', 'PER')]""]]"
"[[('Días', 'día', 'NOUN'), ('pasados', 'pasado', 'ADJ'), ('hallaba', 'hallar', 'VERB'), ('bosque', 'bosque', 'NOUN')], [""[('La ópera de Verdi [...]', 'MISC')]""], [""[('El marqués de Casa-Riera [...]', 'MISC')]""], [('No', 'no', 'ADV'), ('resistir', 'resistir', 'VERB'), ('deseo', 'deseo', 'NOUN'), ('copiar', 'copiar', 'VERB')]]"
"[[('cama', 'cama', 'NOUN'), ('matrimonio', 'matrimonio', 'NOUN'), ""[('Balada', 'PER')]""]]"
"[[('tumbas', 'tumba', 'NOUN'), ""[('Dolora', 'PER')]""]]"
"[[""[('Colón', 'LOC')]""]]"
"[[('madre', 'madre', 'NOUN')]]"
"[[('baile', 'baile', 'NOUN'), ('manga', 'manga', 'NOUN'), ('larga', 'largo', 'ADJ')]]"
"[[('heredad', 'heredad', 'NOUN'), ('bendecida', 'bendecido', 'ADJ')]]"
[[]]
"[[""[('Macahé', 'PER')]""]]"
"[[""[('Emilia', 'PER')]"", ('álbum', 'álbum', 'NOUN')]]"
"[[('ascensión', 'ascensión', 'NOUN'), ""[('Señor', 'PER')]""]]"
"[[('madre', 'madre', 'NOUN')]]"
"[[('Cartas', 'cartas', 'NOUN'), ""[('Cuba', 'LOC')]"", ('conuco', 'conuco', 'NOUN'), ('indio', 'indio', 'NOUN')]]"
"[[('Amor', 'amor', 'NOUN'), ('fe', 'fe', 'NOUN')]]"
"[[('rosas', 'rosa', 'NOUN')]]"
"[[""[('Griseldina', 'PER')]""]]"
"[[('sobrina', 'sobrina', 'NOUN'), ""[('Araceli Abril de Armendi', 'PER')]""]]"
"[[('mensage', 'mensage', 'NOUN')]]"
"[[""[('Griseldina', 'PER')]""]]"
"[[('Cartas', 'cartas', 'NOUN'), ""[('Cuba', 'LOC')]"", ('conuco', 'conuco', 'NOUN'), ('indio', 'indio', 'NOUN')]]"
"[[('caricia', 'caricia', 'NOUN'), ('curar', 'curar', 'VERB'), ('defecto', 'defecto', 'NOUN')]]"
"[[('princpio', 'princpio', 'NOUN'), ('fin', 'fin', 'NOUN')]]"
"[[('felicidad', 'felicidad', 'NOUN')]]"
"[[('álbum', 'álbum', 'NOUN'), ('niña', 'niña', 'NOUN')]]"
"[[('arte', 'arte', 'NOUN'), ""[('Oda', 'PER')]""]]"
"[[('dama', 'dama', 'NOUN'), ('muy', 'mucho', 'ADV'), ('galanteada', 'galanteado', 'ADJ'), ('álbum', 'álbum', 'NOUN')]]"
"[[('princpio', 'princpio', 'NOUN'), ('fin', 'fin', 'NOUN'), ('Novela', 'novela', 'NOUN'), ('costumbres', 'costumbre', 'NOUN'), ('contemporáneas', 'contemporáneo', 'ADJ')]]"
"[[('felicidad', 'felicidad', 'NOUN')]]"
"[[""[('Periquito el Veleidoso', 'PER')]""]]"
"[[('Cartas', 'cartas', 'NOUN'), ""[('Cuba', 'LOC')]"", ('conuco', 'conuco', 'NOUN'), ('indio', 'indio', 'NOUN')]]"
"[[""[('Santo Domingo', 'LOC')]""]]"
"[[('toque', 'toque', 'NOUN'), ('oración', 'oración', 'NOUN')]]"
"[[""[('Soledad', 'PER')]""]]"
"[[('princpio', 'princpio', 'NOUN'), ('fin', 'fin', 'NOUN'), ('Novela', 'novela', 'NOUN'), ('costumbres', 'costumbre', 'NOUN'), ('contemporáneas', 'contemporáneo', 'ADJ')]]"
"[[('bailes', 'bail', 'NOUN'), ('campestres', 'campestre', 'ADJ'), ""[('Santander', 'LOC')]""]]"
"[[""[('Periquito el Veleidoso', 'PER')]"", ""[('Conclusion', 'ORG')]""]]"
"[[('Duelos', 'duelos', 'NOUN'), ('amor', 'amor', 'NOUN')]]"
"[[""[('Allende los mares mora [...]', 'MISC')]""]]"
"[[('señora', 'señora', 'NOUN'), ""[('doña Emila Serrano de Wilson', 'PER')]"", ('álbum', 'álbum', 'NOUN')]]"
"[[('álbum', 'álbum', 'NOUN'), ('señorita', 'señorita', 'NOUN'), ""[('J. R.', 'PER')]""]]"
"[[('Carta', 'carta', 'NOUN')]]"
"[[('lugar', 'lugar', 'NOUN')]]"
"[[('Duelos', 'duelos', 'NOUN'), ('amor', 'amor', 'NOUN'), ('Conclusión', 'Conclusión', 'PROPN')]]"
"[[""[('Rolandseck', 'PER')]"", ('Tradición', 'tradición', 'NOUN')]]"
"[[('Secretos', 'secreto', 'NOUN'), ('tocador', 'tocador', 'NOUN')]]"
"[[('madre', 'madre', 'NOUN'), ""[('marquesa', 'PER')]""]]"
"[[""[('Poesía', 'MISC')]""]]"
"[[('Ilusión', 'ilusión', 'NOUN')]]"
"[[('violeta', 'violeta', 'NOUN'), ""[('Soneto', 'PER')]""]]"
"[[('verdad', 'verdad', 'NOUN'), ('sentimiento', 'sentimiento', 'NOUN')]]"
"[[('poesía', 'poesía', 'NOUN'), ('oportunidad', 'oportunidad', 'NOUN'), ('objeto', 'objeto', 'NOUN')]]"
"[[('lugar', 'lugar', 'NOUN'), ('Conclusión', 'Conclusión', 'PROPN')]]"
"[[('Viaje', 'viaje', 'NOUN'), ""[('SS. MM', 'MISC')]""]]"
"[[""[('Mariquita', 'PER')]""]]"
"[[('aventuras', 'aventura', 'NOUN'), ('numerosas', 'numeroso', 'ADJ')], [('general', 'general', 'NOUN'), ""[('Bonaparte', 'PER')]""], [('notable', 'notable', 'ADJ'), ('siguiente', 'siguiente', 'ADJ')]]"
"[[('madre', 'madre', 'NOUN'), ('marquesa', 'marquesa', 'NOUN'), ('Continuación', 'Continuación', 'PROPN')]]"
"[[""[('sargento Pérez', 'PER')]"", ('Episodio', 'episodio', 'NOUN'), ('dominación', 'dominación', 'NOUN'), ('francesa', 'francés', 'ADJ'), ""[('Santo Domingo', 'LOC')]""]]"
"[[('princpio', 'princpio', 'NOUN'), ('fin', 'fin', 'NOUN'), ('Novela', 'novela', 'NOUN'), ('costumbres', 'costumbre', 'NOUN'), ('contemporáneas', 'contemporáneo', 'ADJ')]]"
"[[('pájaros', 'pájaro', 'NOUN')]]"
"[[('flor', 'flor', 'NOUN')]]"
"[[('moneda', 'moneda', 'NOUN'), ('oro', 'oro', 'NOUN')]]"
"[[('Matrimonios', 'matrimonios', 'NOUN'), ('anuncios', 'anuncio', 'NOUN')], [('baños', 'baño', 'NOUN'), ""[('Biarritz', 'LOC')]""], [('Hace', 'hacer', 'VERB'), ('días', 'día', 'NOUN')]]"
"[[('madre', 'madre', 'NOUN'), ('marquesa', 'marquesa', 'NOUN'), ('Continuación', 'Continuación', 'PROPN')]]"
"[[""[('Sevilla', 'LOC')]""]]"
"[[""[('Soneto', 'PER')]"", ('año', 'año', 'NOUN'), ('más', 'más', 'ADV')]]"
"[[""[('Carta I. Monserrat', 'PER')]""]]"
"[[('moneda', 'moneda', 'NOUN'), ('oro', 'oro', 'NOUN')]]"
"[[('paseo', 'paseo', 'NOUN'), ('lago', 'lago', 'NOUN'), ('negro', 'negro', 'ADJ')]]"
"[[('feria', 'feria', 'NOUN'), ""[('Ucles', 'MISC')]""]]"
"[[('madre', 'madre', 'NOUN'), ('marquesa', 'marquesa', 'NOUN'), ('Continuación', 'Continuación', 'PROPN')]]"
"[[""[('Fábula', 'PER')]"", ('cabello', 'cabello', 'NOUN'), ('suelto', 'suelto', 'ADJ')]]"
"[[""[('Carta II', 'MISC')]"", ""[('Valencia', 'LOC')]""]]"
"[[('feria', 'feria', 'NOUN'), ""[('Ucles', 'MISC')]""]]"
"[[('poesía', 'poesía', 'NOUN'), ('oportunidad', 'oportunidad', 'NOUN'), ('objeto', 'objeto', 'NOUN')]]"
"[[('moneda', 'moneda', 'NOUN'), ('oro', 'oro', 'NOUN')]]"
"[[('duquesa', 'duquesa', 'NOUN'), ('octogenaria', 'octogenario', 'ADJ')], [""[('La señora de J [...]', 'MISC')]""], [""[('El señor X [...]', 'MISC')]""], [('aldeana', 'aldeana', 'NOUN'), ('enriquecida', 'enriquecer', 'ADJ')]]"
"[[('escalera', 'escalera', 'NOUN')]]"
"[[""[('Carta III', 'MISC')]"", ""[('Barcelona', 'LOC')]""]]"
"[[('moneda', 'moneda', 'NOUN'), ('oro', 'oro', 'NOUN'), ""[('Conclusión', 'MISC')]""]]"
"[[""[('Brasil', 'ORG')]""]]"
"[[('alma', 'alma', 'NOUN'), ('dudas', 'duda', 'NOUN')]]"
"[[('istmo', 'istmo', 'NOUN'), ""[('Panamá', 'LOC')]""]]"
"[[('peregrinación', 'peregrinación', 'NOUN'), ""[('Saint-Point', 'LOC')]""]]"
"[[('destinos', 'destino', 'NOUN'), ('no', 'no', 'ADV'), ('hay', 'haber', 'VERB'), ('amigos', 'amigo', 'NOUN'), ('Proverbio', 'proverbio', 'NOUN'), ('cuadros', 'cuadro', 'NOUN')]]"
"[[('sombrero', 'sombrero', 'NOUN'), ('emperador', 'emperador', 'NOUN'), ""[('Austria', 'LOC')]""]]"
"[[('amor', 'amor', 'NOUN')]]"
"[[""[('Feria', 'MISC')]"", ""[('Sevilla', 'LOC')]""]]"
